,order_id,product_category,product_id,order_date,delivery_date,amount,qty,valid_delivered_qty,unit_price
1187,1187,2,117,2024-08-27,2025-04-14,3163620.633836538,25.0,25.0,126544.82535346152
1190,1190,2,95,2024-08-27,2025-04-14,328152.9940567998,2.0,2.0,164076.4970283999
1193,1193,2,93,2024-09-03,2024-10-06,4889462.982378502,34.0,32.0,143807.7347758383
1192,1192,2,87,2024-09-03,2024-10-06,264606.2319875425,2.0,2.0,132303.11599377124
1191,1191,2,124,2024-09-03,2024-10-06,3644663.230158846,32.0,32.0,113895.72594246393
1195,1195,2,101,2024-09-03,2024-10-06,5320886.186706017,37.0,37.0,143807.7347758383
1196,1196,2,77,2024-09-03,2024-11-27,161523.52358885747,2.0,2.0,80761.76179442873
1194,1194,2,94,2024-09-03,2024-10-06,3163770.1650684425,22.0,18.0,143807.7347758383
1197,1197,2,76,2024-09-04,2024-10-01,110436.3536611898,1.0,1.0,110436.3536611898
1199,1199,2,83,2024-09-05,2024-10-18,9584868.932839308,60.0,60.0,159747.8155473218
1207,1207,4,70,2024-09-09,2025-02-17,33334280.21674441,69.0,69.0,483105.51038760017
1208,1208,2,102,2024-09-10,2025-01-09,6228642.436244242,40.0,40.0,155716.06090610605
1209,1209,2,94,2024-09-10,2024-12-28,3177268.7227935675,22.0,22.0,144421.30558152578
1210,1210,4,61,2024-09-11,2025-01-09,11897455.862201683,60.0,60.0,198290.93103669473
1211,1211,4,51,2024-09-11,,26723516.244329937,60.0,,445391.93740549893
1201,1201,2,126,2024-09-12,2024-12-28,280614.29430792923,2.0,2.0,140307.14715396462
1198,1198,2,125,2024-09-12,2024-12-28,9584868.932839308,69.0,69.0,138911.14395419287
1206,1206,2,80,2024-09-12,2024-10-18,7099541.645990609,22.0,22.0,322706.4384541186
1200,1200,2,83,2024-09-12,2024-10-18,4679243.35758472,29.0,29.0,161353.2192270593
1205,1205,2,110,2024-09-12,2024-12-28,6151928.759827678,38.0,38.0,161892.86210072838
1202,1202,2,127,2024-09-12,2024-10-18,140307.14715396462,1.0,1.0,140307.14715396462
1204,1204,2,109,2024-09-12,2024-12-03,7819425.239465182,63.0,63.0,124117.86094389178
1212,1212,2,112,2024-09-12,2025-03-06,1577889.3716498078,10.0,10.0,157788.93716498077
1203,1203,2,81,2024-09-12,2024-10-18,18520543.424323328,88.0,88.0,210460.7207309469
1213,1213,2,81,2024-09-19,2024-12-03,8632998.02967075,39.0,39.0,221358.92383771157
1219,1219,2,118,2024-09-23,2024-12-03,1747570.4513503544,12.0,12.0,145630.87094586287
1223,1223,2,102,2024-09-23,2024-10-24,176931.16425827343,1.0,1.0,176931.16425827343
1221,1221,2,124,2024-09-23,2024-12-03,1928378.646815606,15.0,15.0,128558.57645437373
1220,1220,2,124,2024-09-23,2024-12-03,4357275.658700217,34.0,34.0,128155.16643235931
1218,1218,2,117,2024-09-23,2024-12-03,5638827.32302381,44.0,44.0,128155.16643235931
1217,1217,2,112,2024-09-23,2024-12-03,133980.40127019383,1.0,1.0,133980.40127019383
1215,1215,2,102,2024-09-23,2024-12-03,873785.2256751772,5.0,5.0,174757.04513503544
1222,1222,2,120,2024-09-23,2024-10-24,176931.16425827343,1.0,1.0,176931.16425827343
1214,1214,2,85,2024-09-23,2024-10-18,8038824.07621163,60.0,60.0,133980.40127019383
1216,1216,2,111,2024-09-23,2024-12-04,326213.1509187328,2.0,2.0,163106.5754593664
1225,1225,4,32,2024-09-26,2025-01-09,14375443.90431966,47.0,47.0,305860.50860254595
1226,1226,0,13,2024-09-26,2024-12-03,1958711.86490197,1.0,1.0,1958711.86490197
1378,1378,4,32,2024-09-26,2024-12-28,1018767.9606593588,3.0,3.0,339589.32021978626
1224,1224,4,50,2024-09-26,2025-02-07,23977092.322035387,50.0,50.0,479541.84644070774
1241,1241,2,80,2024-10-01,2024-12-28,7367827.261411075,20.0,20.0,368391.36307055375
1240,1240,2,117,2024-10-01,2024-12-28,7730944.216443238,51.0,51.0,151587.141498887
1232,1232,2,81,2024-10-01,2024-12-03,10724692.313415036,45.0,45.0,238326.49585366747
1243,1243,2,85,2024-10-01,2025-02-14,5470611.741597723,33.0,33.0,165776.1133817492
1242,1242,2,81,2024-10-01,2024-12-28,6876638.777317003,28.0,28.0,245594.24204703583
1228,1228,2,111,2024-10-01,2024-12-04,333657.0941951345,2.0,2.0,166828.54709756724
1233,1233,2,111,2024-10-01,2024-12-28,333657.0941951345,2.0,2.0,166828.54709756724
1227,1227,2,95,2024-10-01,2024-12-03,857975.3850732029,2.0,2.0,428987.69253660145
1229,1229,2,120,2024-10-01,2024-12-03,428987.6925366015,1.0,1.0,428987.6925366015
1230,1230,2,119,2024-10-01,2024-12-03,166828.54709756724,1.0,1.0,166828.54709756724
1231,1231,2,80,2024-10-01,2024-12-03,6077325.64426852,17.0,17.0,357489.7437805012
1294,1294,2,117,2024-10-09,2025-03-22,11616636.363733975,76.0,76.0,152850.47847018388
1300,1300,4,71,2024-10-09,,378731.70167306735,1.0,,378731.70167306735
1309,1309,2,126,2024-10-09,2025-06-29,269106.4798445825,2.0,2.0,134553.23992229125
1308,1308,2,125,2024-10-09,2025-06-29,3674338.4748010314,30.0,30.0,122477.94916003438
1307,1307,2,124,2024-10-09,2025-06-29,8818412.339522474,72.0,72.0,122477.94916003436
1306,1306,2,83,2024-10-09,2025-06-29,14283343.93021246,60.0,60.0,238055.7321702077
1305,1305,2,81,2024-10-09,2025-06-29,14902633.84216249,53.0,53.0,281181.77060683945
1304,1304,2,80,2024-10-09,2025-06-29,20976505.095577717,38.0,38.0,552013.2919888872
1311,1311,2,85,2024-10-09,2025-06-29,10153594.489520594,54.0,54.0,188029.52758371472
1286,1286,2,101,2024-10-09,2025-03-11,10897001.643794537,67.0,67.0,162641.81557902292
1316,1316,2,94,2024-10-09,2025-06-29,5226875.858519776,30.0,30.0,174229.19528399254
1295,1295,2,118,2024-10-09,2025-03-22,4585514.354105517,30.0,30.0,152850.4784701839
1310,1310,2,127,2024-10-09,2025-06-29,269106.4798445825,2.0,2.0,134553.23992229125
1293,1293,2,112,2024-10-09,2025-03-09,340201.2673304992,2.0,2.0,170100.6336652496
1292,1292,2,111,2024-10-09,2025-03-11,340201.2673304992,2.0,2.0,170100.6336652496
1291,1291,2,109,2024-10-09,2025-03-22,10196131.584554275,67.0,67.0,152181.06842618322
1290,1290,2,110,2024-10-09,2025-03-22,4565432.052785497,30.0,30.0,152181.06842618325
1301,1301,4,1,2024-10-09,,1494736.195357762,4.0,,373684.0488394405
1297,1297,2,120,2024-10-09,2025-03-11,336190.7095409493,2.0,2.0,168095.35477047466
1288,1288,2,103,2024-10-09,2025-03-11,363471.2520602557,2.0,2.0,181735.62603012784
1298,1298,4,61,2024-10-09,,314531.8671953754,2.0,,157265.9335976877
1313,1313,2,87,2024-10-09,2025-06-29,410559.8859167349,2.0,2.0,205279.94295836744
1330,1330,2,120,2024-10-09,2025-06-29,327757.89211840177,2.0,2.0,163878.94605920088
1329,1329,2,119,2024-10-09,2025-06-29,327757.89211840177,2.0,2.0,163878.94605920088
1328,1328,2,118,2024-10-09,2025-06-29,4450607.166660403,30.0,30.0,148353.57222201343
1327,1327,2,117,2024-10-09,2025-06-29,11274871.488873022,76.0,76.0,148353.57222201343
1326,1326,2,112,2024-10-09,2025-06-29,327757.89211840177,2.0,2.0,163878.94605920088
1325,1325,2,111,2024-10-09,2025-06-29,327757.89211840177,2.0,2.0,163878.94605920088
1324,1324,2,109,2024-10-09,2025-06-29,9824111.555864727,67.0,67.0,146628.53068454817
1312,1312,2,86,2024-10-09,2025-06-29,5640885.827511442,30.0,30.0,188029.52758371472
1323,1323,2,110,2024-10-09,2025-06-29,4398855.920536445,30.0,30.0,146628.53068454817
1321,1321,2,103,2024-10-09,2025-06-29,351908.4736429156,2.0,2.0,175954.2368214578
1320,1320,2,102,2024-10-09,2025-06-29,4761114.643404152,30.0,30.0,158703.8214468051
1319,1319,2,101,2024-10-09,2025-06-29,10633156.03693594,67.0,67.0,158703.8214468051
1318,1318,2,96,2024-10-09,2025-06-29,386409.304392221,2.0,2.0,193204.6521961105
1317,1317,2,95,2024-10-09,2025-06-29,382959.2213172905,2.0,2.0,191479.61065864525
1289,1289,2,104,2024-10-09,2025-03-11,363471.2520602557,2.0,2.0,181735.62603012784
1315,1315,2,93,2024-10-09,2025-06-29,10522753.378538163,61.0,61.0,172504.15374652727
1314,1314,2,88,2024-10-09,2025-06-29,410559.8859167349,2.0,2.0,205279.94295836744
1322,1322,2,104,2024-10-09,2025-06-29,351908.4736429156,2.0,2.0,175954.2368214578
1794,1829,4,1,2024-10-09,,970166.9650080284,3.0,,323388.9883360095
1299,1299,4,58,2024-10-09,,8480056.76049317,28.0,,302859.1700176132
1296,1296,2,119,2024-10-09,2025-03-11,336190.7095409493,2.0,2.0,168095.35477047466
1263,1263,2,110,2024-10-09,2025-07-24,4565432.052785497,30.0,30.0,152181.06842618325
1251,1251,2,85,2024-10-09,2025-07-24,10370767.054622374,54.0,54.0,192051.24175226619
1261,1261,2,103,2024-10-09,2025-07-24,363471.2520602557,2.0,2.0,181735.62603012784
1259,1259,2,101,2024-10-09,2025-07-25,10897001.643794537,67.0,67.0,162641.81557902292
1258,1258,2,96,2024-10-09,2025-07-24,396366.43660318,2.0,2.0,198183.21830159
1257,1257,2,95,2024-10-09,2025-07-24,396366.43660318,2.0,2.0,198183.21830159
1256,1256,2,94,2024-10-09,2025-07-24,5403925.421619014,30.0,30.0,180130.84738730046
1255,1255,2,93,2024-10-09,2025-07-25,10812170.933732051,61.0,61.0,177248.70383167296
1265,1265,2,111,2024-10-09,2025-07-24,340201.2673304992,2.0,2.0,170100.6336652496
1248,1248,2,125,2024-10-09,2025-07-24,3743036.815015305,30.0,30.0,124767.8938338435
1254,1254,2,88,2024-10-09,2025-07-24,418789.5898509253,2.0,2.0,209394.79492546266
1250,1250,2,127,2024-10-09,2025-07-24,274407.42620085395,2.0,2.0,137203.71310042698
1249,1249,2,126,2024-10-09,2025-07-24,274407.42620085395,2.0,2.0,137203.71310042698
1287,1287,2,102,2024-10-09,2025-03-11,4879254.467370688,30.0,30.0,162641.81557902292
1247,1247,2,124,2024-10-09,2025-07-20,8983288.356036732,72.0,72.0,124767.8938338435
1246,1246,2,83,2024-10-09,2025-07-20,14548137.79956636,60.0,60.0,242468.963326106
1245,1245,2,81,2024-10-09,2025-07-21,15194917.23570246,53.0,53.0,286696.55161702755
1244,1244,2,80,2024-10-09,2025-07-24,21758862.732322834,38.0,38.0,572601.6508506009
1264,1264,2,109,2024-10-09,2025-07-24,10196131.584554275,67.0,67.0,152181.06842618322
1253,1253,2,87,2024-10-09,2025-07-24,418789.5898509253,2.0,2.0,209394.79492546266
1285,1285,2,96,2024-10-09,2025-03-11,396366.43660318,2.0,2.0,198183.21830159
1252,1252,2,86,2024-10-09,2025-07-24,5761537.252567986,30.0,30.0,192051.2417522662
1269,1269,2,119,2024-10-09,2025-07-24,336190.7095409493,2.0,2.0,168095.35477047466
1267,1267,2,117,2024-10-09,2025-07-24,11616636.363733975,76.0,76.0,152850.47847018388
1266,1266,2,112,2024-10-09,2025-07-24,340201.2673304992,2.0,2.0,170100.6336652496
1284,1284,2,95,2024-10-09,2025-03-11,396366.43660318,2.0,2.0,198183.21830159
1283,1283,2,94,2024-10-09,2025-03-11,5403925.421619014,30.0,30.0,180130.84738730046
1282,1282,2,93,2024-10-09,2025-03-11,10812170.933732051,61.0,61.0,177248.70383167296
1281,1281,2,88,2024-10-09,2025-03-11,418789.5898509253,2.0,2.0,209394.79492546266
1280,1280,2,87,2024-10-09,2025-03-11,418789.5898509253,2.0,2.0,209394.79492546266
1279,1279,2,86,2024-10-09,2025-03-11,5761537.252567986,30.0,30.0,192051.2417522662
1278,1278,2,85,2024-10-09,2025-03-10,10370767.054622374,54.0,54.0,192051.24175226619
1277,1277,2,127,2024-10-09,2025-03-11,274407.42620085395,2.0,2.0,137203.71310042698
1260,1260,2,102,2024-10-09,2025-07-24,4879254.467370688,30.0,30.0,162641.81557902292
1275,1275,2,125,2024-10-09,2025-03-11,3743036.815015305,30.0,30.0,124767.8938338435
1274,1274,2,124,2024-10-09,2025-03-11,8983288.356036732,72.0,72.0,124767.8938338435
1273,1273,2,83,2024-10-09,2025-04-07,14548137.79956636,60.0,60.0,242468.963326106
1272,1272,2,81,2024-10-09,2025-03-22,15194917.23570246,53.0,53.0,286696.55161702755
1271,1271,2,80,2024-10-09,2025-04-07,21758862.732322834,38.0,38.0,572601.6508506009
1270,1270,2,120,2024-10-09,2025-07-24,336190.7095409493,2.0,2.0,168095.35477047466
1268,1268,2,118,2024-10-09,2025-07-24,4585514.354105517,30.0,30.0,152850.4784701839
1276,1276,2,126,2024-10-09,2025-03-11,274407.42620085395,2.0,2.0,137203.71310042698
1262,1262,2,104,2024-10-09,2025-07-24,363471.2520602557,2.0,2.0,181735.62603012784
1302,1302,2,119,2024-10-15,2024-12-26,343965.0837306844,2.0,2.0,171982.5418653422
1303,1303,2,119,2024-10-15,2025-03-06,1692717.1829737169,10.0,10.0,169271.7182973717
1176,1176,4,67,2024-10-18,2024-10-28,10301866.43952172,50.0,50.0,206037.3287904344
1349,1349,4,50,2024-10-21,2025-01-20,12540026.0321017,25.0,25.0,501601.041284068
1795,1830,4,1,2024-10-21,,654422.4609889529,2.0,,327211.23049447645
1334,1334,2,127,2024-10-21,2024-12-03,246494.9128588846,2.0,2.0,123247.4564294423
1336,1336,2,87,2024-10-21,2024-12-03,443690.84314599226,2.0,2.0,221845.42157299613
1335,1335,2,88,2024-10-21,2024-12-03,443690.84314599226,2.0,2.0,221845.42157299613
1333,1333,2,109,2024-10-21,2024-12-03,936680.6688637616,8.0,8.0,117085.0836079702
1332,1332,2,88,2024-10-21,2024-12-16,384532.06405986,2.0,2.0,192266.03202993
1331,1331,4,1,2024-10-21,,25880003.99001063,68.0,,380588.2939707446
1337,1337,4,32,2024-10-21,2025-01-20,28631189.44360237,90.0,90.0,318124.3271511374
1342,1342,2,112,2024-10-23,2025-01-23,3036321.6166363587,18.0,18.0,168684.5342575755
1347,1347,2,87,2024-10-23,2025-01-23,5481262.233566465,26.0,26.0,210817.7782140948
1344,1344,2,120,2024-10-23,2025-01-23,4667999.690146743,28.0,28.0,166714.27464809798
1345,1345,2,111,2024-10-23,2025-01-23,3373690.685151509,20.0,20.0,168684.53425757546
1338,1338,2,88,2024-10-23,2025-01-23,5902897.789994654,28.0,28.0,210817.77821409478
1340,1340,2,103,2024-10-23,2025-01-23,5049926.937522385,28.0,28.0,180354.53348294232
1341,1341,2,104,2024-10-23,2025-01-23,5049926.937522385,28.0,28.0,180354.53348294232
1346,1346,2,126,2024-10-23,2025-01-23,3340623.3910064325,24.0,24.0,139192.64129193468
1339,1339,2,96,2024-10-23,2025-01-23,5897138.569597719,30.0,30.0,196571.2856532573
1348,1348,2,127,2024-10-23,2025-01-23,2783852.8258386934,20.0,20.0,139192.64129193468
1343,1343,2,119,2024-10-23,2025-01-23,3334285.4929619594,20.0,20.0,166714.27464809798
1350,1350,4,25,2024-10-29,2024-11-26,301607.7530682945,1.0,1.0,301607.7530682945
1351,1351,2,75,2024-11-04,2024-12-12,2667233.658500295,30.0,30.0,88907.78861667651
1352,1352,0,14,2024-11-12,2025-01-25,242329433.52528664,80.0,80.0,3029117.919066083
1353,1353,0,19,2024-11-13,2025-01-31,171387167.33126897,61.0,61.0,2809625.693955229
1354,1354,2,118,2024-11-13,2024-12-28,1727957.813939255,12.0,12.0,143996.4844949379
1355,1355,2,111,2024-11-13,2024-12-28,300514.40242421825,2.0,2.0,150257.20121210912
1357,1357,2,120,2024-11-13,2025-01-09,345008.30749305454,2.0,2.0,172504.15374652727
1356,1356,2,120,2024-11-13,2024-12-28,375643.0030302728,2.0,2.0,187821.5015151364
1358,1358,4,30,2024-11-15,2024-11-19,2038459.1236011144,3.0,3.0,679486.3745337048
1359,1359,2,119,2024-11-18,2025-03-10,166841.68106001517,1.0,1.0,166841.68106001517
1361,1361,2,80,2024-11-19,2024-12-27,463748.4344357412,1.0,1.0,463748.4344357412
1417,1417,4,1,2024-11-19,2024-12-11,883155.3642290427,2.0,2.0,441577.68211452133
1362,1362,2,94,2024-11-19,2024-12-27,196741.76006364776,1.0,1.0,196741.76006364776
1360,1360,1,35,2024-11-19,2025-01-14,30394419.61744464,1.0,1.0,30394419.61744464
1365,1365,4,50,2024-11-19,2024-12-11,10523840.65951257,24.0,24.0,438493.36081302376
1363,1363,4,50,2024-11-19,2024-12-11,3507946.8865036424,8.0,8.0,438493.3608129553
1364,1364,4,50,2024-11-19,2024-12-11,876986.7216259106,2.0,2.0,438493.3608129553
1366,1366,4,1,2024-11-19,2024-12-11,4823426.9689433295,11.0,11.0,438493.36081303
1418,1418,4,1,2024-11-19,2024-12-11,441577.6821137007,1.0,1.0,441577.6821137007
1368,1368,2,116,2024-11-20,2024-12-27,590767.4160155786,3.0,3.0,196922.47200519286
1367,1367,2,101,2024-11-20,2024-12-27,182856.58114767907,1.0,1.0,182856.58114767907
1376,1376,0,29,2024-11-20,2025-05-02,21684990.186423227,68.0,65.0,318896.9145062239
1371,1371,3,73,2024-11-20,2024-11-20,3237801.198476792,960.0,960.0,3372.7095817466584
1374,1374,3,73,2024-11-20,2024-11-20,3237801.198476792,960.0,960.0,3372.7095817466584
1373,1373,3,73,2024-11-20,2024-11-20,29140210.786291126,8640.0,8640.0,3372.709581746658
1372,1372,3,73,2024-11-20,2024-11-20,3237801.198476792,960.0,960.0,3372.7095817466584
1370,1370,3,73,2024-11-20,2024-11-20,3237801.198476792,960.0,960.0,3372.7095817466584
1375,1375,0,28,2024-11-20,2025-01-09,3513771.5579852453,17.0,17.0,206692.44458736735
1369,1369,3,73,2024-11-20,2024-11-20,12951204.793907167,3840.0,3840.0,3372.7095817466584
1377,1377,0,16,2024-11-21,2025-02-04,141592714.7223529,63.0,63.0,2247503.4082913157
1382,1382,2,79,2024-11-26,2025-02-06,193171.78116281383,2.0,2.0,96585.89058140691
1381,1381,2,78,2024-11-26,2025-02-06,198744.04408097197,2.0,2.0,99372.02204048599
1380,1380,2,76,2024-11-26,2025-02-06,198744.04408097197,2.0,2.0,99372.02204048599
1379,1379,2,75,2024-11-26,2025-02-07,2981160.661214579,30.0,30.0,99372.02204048596
1383,1383,2,93,2024-12-02,2025-01-23,5034454.237716248,25.0,25.0,201378.16950864994
1384,1384,4,71,2024-12-03,2025-02-07,16352089.68039978,20.0,20.0,817604.4840199889
1385,1385,2,120,2024-12-03,2025-01-21,1177832.7605394209,6.0,6.0,196305.46008990347
1386,1386,2,118,2024-12-03,2025-01-21,3090408.814558195,19.0,19.0,162653.09550306288
1387,1387,2,80,2024-12-06,2025-03-26,24391969.05954168,38.0,38.0,641893.9226195179
1412,1412,2,110,2024-12-06,2025-01-06,2945494.8381055086,22.0,22.0,133886.12900479583
1401,1401,2,111,2024-12-06,2025-03-26,373808.9732429441,2.0,2.0,186904.48662147205
1404,1404,2,118,2024-12-06,2025-05-06,5041470.493379954,30.0,30.0,168049.01644599848
1403,1403,2,117,2024-12-06,2025-06-15,12771725.249895886,76.0,76.0,168049.01644599848
1408,1408,2,125,2024-12-06,2025-05-06,4120693.828167962,30.0,30.0,137356.46093893205
1406,1406,2,120,2024-12-06,2025-03-26,369424.06424699904,2.0,2.0,184712.03212349952
1410,1410,2,127,2024-12-06,2025-03-26,301900.80362436274,2.0,2.0,150950.40181218137
1409,1409,2,126,2024-12-06,2025-03-26,301900.80362436274,2.0,2.0,150950.40181218137
1411,1411,2,87,2024-12-06,2025-03-26,471148.16906636767,2.0,2.0,235574.08453318384
1407,1407,2,124,2024-12-06,2025-06-15,9889665.187603109,72.0,72.0,137356.46093893205
1405,1405,2,119,2024-12-06,2025-03-26,369424.06424699904,2.0,2.0,184712.03212349952
1388,1388,2,85,2024-12-06,2025-05-17,11572602.65906248,54.0,54.0,214307.45664930518
1389,1389,2,86,2024-12-06,2025-04-24,7286453.526076376,34.0,34.0,214307.45664930518
1402,1402,2,112,2024-12-06,2025-03-26,373808.9732429441,2.0,2.0,186904.48662147205
1390,1390,2,88,2024-12-06,2025-03-26,471148.16906636767,2.0,2.0,235574.08453318384
1399,1399,2,109,2024-12-06,2025-06-15,11561548.205880616,68.0,67.0,170022.76773353847
1398,1398,2,104,2024-12-06,2025-03-26,399239.9994477863,2.0,2.0,199619.99972389315
1400,1400,2,110,2024-12-06,2025-05-06,5100683.032006155,30.0,30.0,170022.7677335385
1397,1397,2,103,2024-12-06,2025-03-26,4391639.993925649,22.0,22.0,199619.99972389312
1394,1394,2,96,2024-12-06,2025-03-26,435194.08425707696,2.0,2.0,217597.04212853848
1395,1395,2,101,2024-12-06,2025-05-16,12170078.140389604,67.0,67.0,181642.95731924783
1391,1391,2,93,2024-12-06,2025-06-16,12069762.05045393,61.0,61.0,197864.95164678572
1393,1393,2,95,2024-12-06,2025-03-26,435194.08425707696,2.0,2.0,217597.04212853848
1392,1392,2,94,2024-12-06,2025-04-24,6727408.355990714,34.0,34.0,197864.95164678572
1396,1396,2,102,2024-12-06,2025-06-16,7265718.292769912,40.0,40.0,181642.9573192478
1413,1413,4,1,2024-12-09,2025-02-07,12713446.25870484,34.0,34.0,373924.88996190706
1414,1414,4,1,2024-12-09,2025-02-06,8226347.579161956,22.0,22.0,373924.8899619071
1415,1415,2,117,2024-12-09,2025-05-09,5353246.773831921,35.0,35.0,152949.90782376917
1416,1416,4,71,2024-12-10,2025-03-31,36689980.73207741,50.0,50.0,733799.6146415483
1422,1422,2,93,2024-12-12,2025-04-06,31338128.873645063,183.0,182.0,171246.60586691293
1419,1419,2,94,2024-12-13,,9585538.872394914,52.0,,184337.2860075945
1423,1423,2,96,2024-12-17,2025-03-11,1042639.84748675,5.0,5.0,208527.96949735
1426,1426,2,94,2024-12-23,2025-02-26,7235319.768816747,35.0,35.0,206723.42196619278
1427,1427,2,93,2024-12-25,2025-04-28,8094689.314587723,45.0,45.0,179881.98476861606
1424,1424,4,1,2024-12-28,2025-03-31,10349139.280173987,27.0,27.0,383301.4548212588
1425,1425,4,1,2024-12-28,2025-03-31,17631866.9217779,46.0,46.0,383301.4548212587
1428,1428,3,73,2024-12-28,2025-03-14,116937768.45134091,39250.0,39249.0,2979.306202581934
1429,1429,3,73,2024-12-28,,116937768.45134091,39250.0,,2979.306202581934
1594,1594,4,46,2025-01-10,2025-03-31,16530279.001492256,43.0,43.0,384425.09305795946
1430,1430,4,46,2025-01-10,2025-03-31,9868257.046275832,21.0,21.0,469917.002203611
1595,1595,4,46,2025-01-10,2025-03-31,9226202.233391028,24.0,24.0,384425.0930579595
1431,1431,2,99,2025-01-14,2025-04-19,170816.62592812174,1.0,1.0,170816.62592812174
1434,1434,2,117,2025-01-16,2025-03-27,5579779.991404896,34.0,34.0,164111.17621779104
1435,1435,0,14,2025-01-16,,108925216.70719469,36.0,,3025700.464088741
1433,1433,2,109,2025-01-16,2025-03-27,7155247.28309569,50.0,50.0,143104.9456619138
1432,1432,2,80,2025-01-16,2025-03-28,919022.58681963,2.0,2.0,459511.293409815
1804,1839,4,48,2025-01-17,,218962.4792163001,2.0,,109481.23960815005
1800,1835,4,0,2025-01-17,,210730.80706531132,2.0,,105365.40353265566
1801,1836,4,50,2025-01-17,,203047.9130577219,1.0,,203047.9130577219
1803,1838,4,48,2025-01-17,,1094812.3960815005,10.0,,109481.23960815005
1802,1837,4,50,2025-01-17,,406095.8261154438,2.0,,203047.9130577219
1436,1436,4,48,2025-01-17,,268171.30393853574,2.0,,134085.65196926787
1798,1833,4,0,2025-01-17,,210730.80706531132,2.0,,105365.40353265566
1437,1437,4,50,2025-01-17,,4724922.974155154,19.0,,248680.1565344818
1438,1438,4,0,2025-01-17,,3484210.625607442,27.0,,129044.83798546082
1799,1834,4,0,2025-01-17,,737557.8247285897,7.0,,105365.40353265568
1442,1442,2,124,2025-01-20,2025-02-28,3928778.818922217,37.0,37.0,106183.21132222208
1447,1447,2,95,2025-01-20,2025-04-15,1469231.1049719944,6.0,6.0,244871.85082866575
1439,1439,2,86,2025-01-20,2025-02-28,124535.8651310012,1.0,1.0,124535.8651310012
1440,1440,2,110,2025-01-20,2025-02-28,334280.4800884769,3.0,3.0,111426.82669615897
1441,1441,2,118,2025-01-20,2025-02-28,342145.9031493822,3.0,3.0,114048.6343831274
1446,1446,2,125,2025-01-20,2025-02-28,2442213.8604111075,23.0,23.0,106183.21132222207
1443,1443,2,126,2025-01-20,2025-02-28,217610.03801838105,2.0,2.0,108805.01900919052
1444,1444,2,127,2025-01-20,2025-02-28,217610.03801838105,2.0,2.0,108805.01900919052
1451,1451,2,102,2025-01-20,2025-04-15,6186219.357698741,30.0,30.0,206207.3119232914
1449,1449,2,94,2025-01-20,2025-04-11,5610525.960564271,30.0,30.0,187017.53201880903
1445,1445,2,88,2025-01-20,2025-04-11,1372174.3492122905,6.0,6.0,228695.72486871507
1448,1448,2,87,2025-01-20,2025-04-15,1553057.7061808822,6.0,6.0,258842.95103014703
1450,1450,2,104,2025-01-20,2025-04-15,1360739.5629688546,6.0,6.0,226789.92716147576
1452,1452,2,124,2025-01-20,2025-04-11,6622201.752818399,52.0,52.0,127350.03370804613
1454,1454,2,124,2025-01-22,2025-03-12,1614448.6207311768,11.0,11.0,146768.05643010698
1455,1455,2,87,2025-01-22,2025-04-30,1281853.304347226,6.0,6.0,213642.21739120432
1457,1457,2,112,2025-01-25,2025-02-18,469772.6438944976,2.0,2.0,234886.3219472488
1458,1458,2,112,2025-01-27,2025-04-10,1479271.5863285174,8.0,8.0,184908.94829106468
1460,1460,2,81,2025-01-27,2025-03-28,3429089.085112241,13.0,13.0,263776.08347017237
1459,1459,2,119,2025-01-27,2025-04-11,1709689.3567707154,10.0,10.0,170968.93567707154
1456,1456,2,82,2025-01-28,2025-03-29,13764078.573877376,53.0,53.0,259699.5957335354
1462,1462,2,75,2025-01-28,2025-05-03,3147485.548490118,30.0,30.0,104916.1849496706
1461,1461,2,97,2025-01-28,2025-03-27,10106718.88154223,44.0,44.0,229698.15639868705
1465,1465,2,74,2025-01-29,2025-02-18,548243.7588983745,2.0,2.0,274121.87944918725
1464,1464,2,74,2025-01-29,2025-03-28,11070065.848930176,34.0,34.0,325590.17202735814
1463,1463,2,127,2025-01-29,2025-04-11,282103.9036141621,2.0,2.0,141051.95180708106
1468,1468,0,13,2025-01-30,2025-03-12,81601435.6642509,33.0,33.0,2472770.777704573
1466,1466,2,110,2025-01-30,2025-03-14,13701472.876719052,90.0,90.0,152238.58751910058
1467,1467,0,14,2025-01-30,2025-04-19,207596064.94252083,80.0,80.0,2594950.8117815102
1469,1469,0,14,2025-01-31,2025-04-15,137517966.57109967,46.0,32.0,2989521.0124152103
1470,1470,2,96,2025-01-31,2025-04-30,806162.9659399177,4.0,4.0,201540.74148497943
1480,1480,2,104,2025-02-02,2025-03-30,210238.9116890096,2.0,2.0,105119.4558445048
1481,1481,2,117,2025-02-02,2025-03-30,3616448.376069818,27.0,5.0,133942.5324470303
1482,1482,2,118,2025-02-02,2025-03-30,1673433.918040746,14.0,13.0,119530.99414576756
1471,1471,2,80,2025-02-02,2025-03-30,3067114.4455275675,9.0,2.0,340790.4939475075
1530,1530,2,95,2025-02-02,2025-03-30,138552.9085940562,1.0,1.0,138552.9085940562
1472,1472,2,81,2025-02-02,2025-03-30,13292524.739047058,56.0,55.0,237366.51319726888
1484,1484,2,124,2025-02-02,2025-03-30,2575426.6681903675,31.0,9.0,83078.27961904411
1485,1485,2,125,2025-02-02,2025-03-30,1856545.228221496,15.0,14.0,123769.68188143308
1476,1476,2,93,2025-02-02,2025-03-30,1027457.9071253212,12.0,12.0,85621.49226044344
